data,sku,descricao,qtd_usada_unidades,custo_unitario_brl
2024-11-09,SOB003,Cannoli Siciliano,36,7.37
2024-11-09,ENT002,Carpaccio de Filé Mignon,28,14.54
2024-11-09,BEB002,Água Mineral,33,1.01
2024-11-09,BEB004,Vinho Tinto (Taça),36,11.04
2024-11-09,PRI006,Filetto di Manzo,64,33.56
2024-11-09,ENT003,Burrata com Tomate,28,18.47
2024-11-09,SOB002,Panna Cotta,19,8.8
2024-11-10,PRI004,Risotto ai Funghi,50,23.86
2024-11-10,BEB003,Café Espresso,31,1.65
2024-11-10,ENT002,Carpaccio de Filé Mignon,27,14.81
2024-11-10,BEB004,Vinho Tinto (Taça),51,10.74
2024-11-10,PRI002,Fettuccine Alfredo,68,16.75
2024-11-10,PRI006,Filetto di Manzo,58,32.35
2024-11-10,BEB006,Prosecco (Taça),37,11.16
2024-11-10,PRI003,Lasagna Bolognese,54,18.79
2024-11-10,SOB003,Cannoli Siciliano,43,7.02
2024-11-10,PRI007,Ossobuco alla Milanese,66,36.42
2024-11-10,PRI008,Pizza Margherita,67,13.57
2024-11-10,ENT004,Antepasto Misto,35,20.67
2024-11-10,PRI005,Gnocchi al Pesto,42,18.33
2024-11-10,SOB002,Panna Cotta,45,8.69
2024-11-10,ENT003,Burrata com Tomate,36,18.88
2024-11-10,BEB008,Suco Natural,34,3.23
2024-11-10,PRI001,Spaghetti alla Carbonara,74,18.71
2024-11-10,BEB005,Vinho Branco (Taça),23,8.67
2024-11-10,ENT005,Calamari Fritti,40,13.72
2024-11-10,SOB004,Gelato Misto,49,6.6
2024-11-10,SOB001,Tiramisu,49,10.04
2024-11-10,BEB001,Refrigerante,28,1.56
2024-11-10,BEB002,Água Mineral,20,0.96
2024-11-10,ENT001,Bruschetta Tradicional,23,8.56
2024-11-10,BEB007,Aperol Spritz,38,12.53
2024-11-11,PRI002,Fettuccine Alfredo,45,17.16
2024-11-11,SOB004,Gelato Misto,18,6.16
2024-11-11,PRI006,Filetto di Manzo,35,33.22
2024-11-11,BEB004,Vinho Tinto (Taça),25,11.06
2024-11-11,PRI007,Ossobuco alla Milanese,44,34.5
2024-11-11,BEB005,Vinho Branco (Taça),20,8.72
2024-11-11,PRI005,Gnocchi al Pesto,42,17.86
2024-11-11,BEB006,Prosecco (Taça),16,11.79
2024-11-11,PRI004,Risotto ai Funghi,37,23.32
2024-11-11,SOB002,Panna Cotta,27,8.71
2024-11-11,PRI008,Pizza Margherita,35,13.72
2024-11-11,ENT003,Burrata com Tomate,20,17.68
2024-11-11,PRI003,Lasagna Bolognese,31,20.4
2024-11-11,ENT004,Antepasto Misto,26,21.17
2024-11-11,ENT002,Carpaccio de Filé Mignon,21,15.03
2024-11-11,SOB003,Cannoli Siciliano,32,7.14
2024-11-11,BEB007,Aperol Spritz,18,12.57
2024-11-11,PRI001,Spaghetti alla Carbonara,61,19.19
2024-11-11,BEB001,Refrigerante,27,1.54
2024-11-11,SOB001,Tiramisu,17,10.26
2024-11-11,BEB002,Água Mineral,20,1.0
2024-11-11,ENT001,Bruschetta Tradicional,15,8.14
2024-11-11,ENT005,Calamari Fritti,25,14.34
2024-11-11,BEB008,Suco Natural,25,3.06
2024-11-11,BEB003,Café Espresso,13,1.75
2024-11-12,PRI002,Fettuccine Alfredo,56,17.64
2024-11-12,SOB002,Panna Cotta,15,8.42
2024-11-12,PRI004,Risotto ai Funghi,36,23.94
2024-11-12,ENT002,Carpaccio de Filé Mignon,30,15.93
2024-11-12,ENT001,Bruschetta Tradicional,23,8.34
2024-11-12,SOB003,Cannoli Siciliano,17,6.9
2024-11-12,ENT004,Antepasto Misto,17,20.38
2024-11-12,BEB008,Suco Natural,27,3.11
2024-11-12,PRI005,Gnocchi al Pesto,45,17.23
2024-11-12,SOB001,Tiramisu,24,9.57
2024-11-12,PRI003,Lasagna Bolognese,38,19.68
2024-11-12,PRI008,Pizza Margherita,33,14.28
2024-11-12,BEB007,Aperol Spritz,27,12.84
2024-11-12,PRI001,Spaghetti alla Carbonara,58,18.32
2024-11-12,BEB004,Vinho Tinto (Taça),26,10.65
2024-11-12,BEB005,Vinho Branco (Taça),17,8.99
2024-11-12,BEB006,Prosecco (Taça),18,11.99
2024-11-12,SOB004,Gelato Misto,14,6.14
2024-11-12,PRI007,Ossobuco alla Milanese,46,36.33
2024-11-12,ENT005,Calamari Fritti,12,13.98
2024-11-12,BEB003,Café Espresso,19,1.63
2024-11-12,PRI006,Filetto di Manzo,33,31.02
2024-11-12,BEB001,Refrigerante,19,1.67
2024-11-12,BEB002,Água Mineral,12,1.01
2024-11-12,ENT003,Burrata com Tomate,20,18.15
2024-11-13,PRI004,Risotto ai Funghi,34,23.9
2024-11-13,SOB004,Gelato Misto,27,6.66
2024-11-13,PRI007,Ossobuco alla Milanese,51,36.11
2024-11-13,BEB005,Vinho Branco (Taça),8,9.17
2024-11-13,PRI003,Lasagna Bolognese,30,19.31
2024-11-13,BEB004,Vinho Tinto (Taça),31,11.03
2024-11-13,PRI008,Pizza Margherita,63,14.51
2024-11-13,PRI002,Fettuccine Alfredo,57,17.54
2024-11-13,BEB008,Suco Natural,21,3.1
2024-11-13,PRI006,Filetto di Manzo,33,32.69
2024-11-13,PRI005,Gnocchi al Pesto,35,18.35
2024-11-13,BEB007,Aperol Spritz,26,12.05
2024-11-13,BEB006,Prosecco (Taça),9,11.05
2024-11-13,BEB003,Café Espresso,7,1.62
2024-11-13,SOB002,Panna Cotta,29,8.22
2024-11-13,BEB001,Refrigerante,16,1.55
2024-11-13,ENT004,Antepasto Misto,20,19.85
2024-11-13,SOB003,Cannoli Siciliano,25,6.87
2024-11-13,BEB002,Água Mineral,20,0.95
2024-11-13,SOB001,Tiramisu,13,9.4
2024-11-13,ENT002,Carpaccio de Filé Mignon,23,15.05
2024-11-13,ENT001,Bruschetta Tradicional,22,8.35
2024-11-13,ENT005,Calamari Fritti,32,14.54
2024-11-13,ENT003,Burrata com Tomate,15,18.41
2024-11-13,PRI001,Spaghetti alla Carbonara,27,17.82
2024-11-14,PRI007,Ossobuco alla Milanese,45,33.57
2024-11-14,PRI002,Fettuccine Alfredo,33,17.72
2024-11-14,BEB002,Água Mineral,20,1.0
2024-11-14,BEB003,Café Espresso,20,1.74
2024-11-14,PRI003,Lasagna Bolognese,44,19.44
2024-11-14,SOB002,Panna Cotta,35,8.33
2024-11-14,ENT003,Burrata com Tomate,28,18.7
2024-11-14,ENT002,Carpaccio de Filé Mignon,26,15.84
2024-11-14,PRI008,Pizza Margherita,48,13.89
2024-11-14,ENT001,Bruschetta Tradicional,20,8.24
2024-11-14,BEB006,Prosecco (Taça),20,11.97
2024-11-14,PRI001,Spaghetti alla Carbonara,49,19.05
2024-11-14,BEB004,Vinho Tinto (Taça),16,10.81
2024-11-14,BEB001,Refrigerante,21,1.66
2024-11-14,PRI006,Filetto di Manzo,40,33.54
2024-11-14,PRI005,Gnocchi al Pesto,37,18.04
2024-11-14,BEB008,Suco Natural,16,3.27
2024-11-14,SOB003,Cannoli Siciliano,28,7.43
2024-11-14,PRI004,Risotto ai Funghi,35,22.81
2024-11-14,ENT005,Calamari Fritti,14,14.85
2024-11-14,SOB001,Tiramisu,29,10.15
2024-11-14,BEB007,Aperol Spritz,24,11.88
2024-11-14,SOB004,Gelato Misto,23,6.6
2024-11-14,ENT004,Antepasto Misto,30,19.83
2024-11-14,BEB005,Vinho Branco (Taça),9,9.53
2024-11-15,PRI001,Spaghetti alla Carbonara,49,17.72
2024-11-15,ENT003,Burrata com Tomate,39,18.61
2024-11-15,PRI006,Filetto di Manzo,56,31.76
2024-11-15,PRI003,Lasagna Bolognese,77,19.97
2024-11-15,PRI007,Ossobuco alla Milanese,66,36.91
2024-11-15,ENT001,Bruschetta Tradicional,40,8.22
2024-11-15,PRI004,Risotto ai Funghi,52,22.77
2024-11-15,BEB006,Prosecco (Taça),35,11.08
2024-11-15,BEB004,Vinho Tinto (Taça),33,10.47
2024-11-15,BEB001,Refrigerante,39,1.64
2024-11-15,BEB008,Suco Natural,35,3.32
2024-11-15,SOB002,Panna Cotta,48,8.55
2024-11-15,PRI008,Pizza Margherita,48,13.62
2024-11-15,ENT005,Calamari Fritti,35,14.18
2024-11-15,PRI002,Fettuccine Alfredo,50,16.35
2024-11-15,BEB005,Vinho Branco (Taça),30,9.55
2024-11-15,SOB001,Tiramisu,18,9.77
2024-11-15,BEB003,Café Espresso,34,1.62
2024-11-15,PRI005,Gnocchi al Pesto,55,17.85
2024-11-15,ENT004,Antepasto Misto,29,19.95
2024-11-15,SOB003,Cannoli Siciliano,23,7.28
2024-11-15,BEB007,Aperol Spritz,45,12.09
2024-11-15,BEB002,Água Mineral,40,0.98
2024-11-15,SOB004,Gelato Misto,38,6.67
2024-11-15,ENT002,Carpaccio de Filé Mignon,41,15.66
2024-11-16,PRI008,Pizza Margherita,74,14.58
2024-11-16,PRI004,Risotto ai Funghi,68,23.59
2024-11-16,ENT005,Calamari Fritti,40,13.56
2024-11-16,BEB003,Café Espresso,47,1.62
2024-11-16,SOB004,Gelato Misto,30,6.49
2024-11-16,ENT002,Carpaccio de Filé Mignon,52,15.62
2024-11-16,SOB002,Panna Cotta,50,8.64
2024-11-16,PRI002,Fettuccine Alfredo,63,16.28
2024-11-16,SOB001,Tiramisu,24,9.58
2024-11-16,PRI005,Gnocchi al Pesto,44,17.71
2024-11-16,BEB005,Vinho Branco (Taça),29,8.83
2024-11-16,ENT001,Bruschetta Tradicional,32,8.9
2024-11-16,BEB004,Vinho Tinto (Taça),54,10.86
2024-11-16,PRI003,Lasagna Bolognese,54,19.04
2024-11-16,BEB002,Água Mineral,38,1.03
2024-11-16,PRI007,Ossobuco alla Milanese,56,35.96
2024-11-16,SOB003,Cannoli Siciliano,43,7.37
2024-11-16,ENT003,Burrata com Tomate,43,17.61
2024-11-16,PRI006,Filetto di Manzo,68,33.57
2024-11-16,PRI001,Spaghetti alla Carbonara,62,17.76
2024-11-16,BEB007,Aperol Spritz,36,12.12
2024-11-16,ENT004,Antepasto Misto,36,20.52
2024-11-16,BEB006,Prosecco (Taça),21,11.18
2024-11-16,BEB001,Refrigerante,30,1.65
2024-11-16,BEB008,Suco Natural,28,3.2
2024-11-17,PRI003,Lasagna Bolognese,55,19.61
2024-11-17,PRI007,Ossobuco alla Milanese,69,36.8
2024-11-17,PRI004,Risotto ai Funghi,56,22.04
2024-11-17,BEB006,Prosecco (Taça),27,11.93
2024-11-17,PRI002,Fettuccine Alfredo,67,16.8
2024-11-17,SOB002,Panna Cotta,50,8.41
2024-11-17,BEB005,Vinho Branco (Taça),39,9.18
2024-11-17,PRI008,Pizza Margherita,49,13.66
2024-11-17,SOB001,Tiramisu,32,9.58
2024-11-17,ENT002,Carpaccio de Filé Mignon,20,14.87
2024-11-17,ENT005,Calamari Fritti,38,13.61
2024-11-17,PRI001,Spaghetti alla Carbonara,53,18.13
2024-11-17,BEB002,Água Mineral,26,1.04
2024-11-17,PRI006,Filetto di Manzo,72,30.63
2024-11-17,SOB004,Gelato Misto,17,6.27
2024-11-17,PRI005,Gnocchi al Pesto,41,18.5
2024-11-17,BEB003,Café Espresso,31,1.67
2024-11-17,BEB001,Refrigerante,26,1.67
2024-11-17,ENT004,Antepasto Misto,26,20.22
2024-11-17,SOB003,Cannoli Siciliano,33,7.08
2024-11-17,BEB007,Aperol Spritz,28,12.21
2024-11-17,BEB008,Suco Natural,13,3.09
2024-11-17,ENT001,Bruschetta Tradicional,23,8.38
2024-11-17,BEB004,Vinho Tinto (Taça),37,10.67
2024-11-17,ENT003,Burrata com Tomate,33,17.78
2024-11-18,PRI004,Risotto ai Funghi,47,22.78
2024-11-18,PRI006,Filetto di Manzo,31,33.67
2024-11-18,SOB004,Gelato Misto,22,6.49
2024-11-18,PRI007,Ossobuco alla Milanese,48,35.18
2024-11-18,BEB001,Refrigerante,15,1.66
2024-11-18,PRI008,Pizza Margherita,42,14.6
2024-11-18,PRI002,Fettuccine Alfredo,51,16.84
2024-11-18,BEB007,Aperol Spritz,17,12.82
2024-11-18,PRI001,Spaghetti alla Carbonara,44,18.86
2024-11-18,BEB005,Vinho Branco (Taça),29,8.99
2024-11-18,SOB002,Panna Cotta,24,8.25
2024-11-18,PRI003,Lasagna Bolognese,37,18.79
2024-11-18,BEB003,Café Espresso,18,1.62
2024-11-18,ENT005,Calamari Fritti,17,14.23
2024-11-18,PRI005,Gnocchi al Pesto,39,17.55
2024-11-18,SOB003,Cannoli Siciliano,21,7.01
2024-11-18,ENT001,Bruschetta Tradicional,23,8.64
2024-11-18,ENT002,Carpaccio de Filé Mignon,37,15.39
2024-11-18,BEB004,Vinho Tinto (Taça),25,11.03
2024-11-18,SOB001,Tiramisu,19,9.65
2024-11-18,ENT004,Antepasto Misto,29,19.94
2024-11-18,BEB008,Suco Natural,21,3.06
2024-11-18,BEB006,Prosecco (Taça),12,11.1
2024-11-18,BEB002,Água Mineral,17,1.04
2024-11-18,ENT003,Burrata com Tomate,12,17.62
2024-11-19,PRI002,Fettuccine Alfredo,58,17.74
2024-11-19,BEB002,Água Mineral,26,1.0
2024-11-19,SOB004,Gelato Misto,16,6.34
2024-11-19,BEB003,Café Espresso,18,1.71
2024-11-19,SOB002,Panna Cotta,29,8.26
2024-11-19,PRI005,Gnocchi al Pesto,35,18.56
2024-11-19,PRI008,Pizza Margherita,69,14.59
2024-11-19,PRI003,Lasagna Bolognese,46,19.09
2024-11-19,BEB006,Prosecco (Taça),19,11.33
2024-11-19,ENT005,Calamari Fritti,20,14.01
2024-11-19,PRI007,Ossobuco alla Milanese,38,34.38
2024-11-19,ENT003,Burrata com Tomate,22,17.37
2024-11-19,ENT001,Bruschetta Tradicional,19,8.26
2024-11-19,PRI006,Filetto di Manzo,37,33.41
2024-11-19,ENT002,Carpaccio de Filé Mignon,21,14.75
2024-11-19,SOB003,Cannoli Siciliano,26,6.98
2024-11-19,BEB005,Vinho Branco (Taça),21,9.07
2024-11-19,PRI004,Risotto ai Funghi,42,23.19
2024-11-19,BEB008,Suco Natural,12,3.3
2024-11-19,PRI001,Spaghetti alla Carbonara,43,18.77
2024-11-19,BEB004,Vinho Tinto (Taça),27,11.07
2024-11-19,BEB001,Refrigerante,26,1.57
2024-11-19,ENT004,Antepasto Misto,15,20.67
2024-11-19,BEB007,Aperol Spritz,25,12.72
2024-11-19,SOB001,Tiramisu,20,9.96
2024-11-20,PRI001,Spaghetti alla Carbonara,48,18.9
2024-11-20,BEB001,Refrigerante,21,1.52
2024-11-20,PRI006,Filetto di Manzo,39,32.99
2024-11-20,PRI002,Fettuccine Alfredo,51,16.31
2024-11-20,BEB004,Vinho Tinto (Taça),24,10.56
2024-11-20,PRI007,Ossobuco alla Milanese,40,35.55
2024-11-20,BEB008,Suco Natural,26,3.26
2024-11-20,BEB002,Água Mineral,25,0.98
2024-11-20,PRI005,Gnocchi al Pesto,38,17.16
2024-11-20,ENT002,Carpaccio de Filé Mignon,31,14.45
2024-11-20,ENT005,Calamari Fritti,23,13.53
2024-11-20,SOB001,Tiramisu,29,9.99
2024-11-20,PRI004,Risotto ai Funghi,36,22.8
2024-11-20,PRI003,Lasagna Bolognese,55,19.13
2024-11-20,PRI008,Pizza Margherita,38,14.71
2024-11-20,SOB002,Panna Cotta,21,8.6
2024-11-20,SOB003,Cannoli Siciliano,25,6.8
2024-11-20,ENT003,Burrata com Tomate,19,18.92
2024-11-20,ENT001,Bruschetta Tradicional,21,8.42
2024-11-20,BEB006,Prosecco (Taça),18,11.43
2024-11-20,ENT004,Antepasto Misto,13,21.03
2024-11-20,BEB005,Vinho Branco (Taça),16,9.32
2024-11-20,BEB007,Aperol Spritz,19,11.88
2024-11-20,SOB004,Gelato Misto,30,6.31
2024-11-20,BEB003,Café Espresso,25,1.66
2024-11-21,PRI002,Fettuccine Alfredo,63,17.63
2024-11-21,PRI005,Gnocchi al Pesto,55,17.87
2024-11-21,BEB005,Vinho Branco (Taça),23,9.49
2024-11-21,BEB007,Aperol Spritz,13,11.81
2024-11-21,PRI007,Ossobuco alla Milanese,54,36.23
2024-11-21,ENT005,Calamari Fritti,16,14.39
2024-11-21,PRI003,Lasagna Bolognese,52,18.81
2024-11-21,SOB003,Cannoli Siciliano,30,6.88
2024-11-21,PRI001,Spaghetti alla Carbonara,34,18.79
2024-11-21,BEB003,Café Espresso,25,1.65
2024-11-21,BEB001,Refrigerante,47,1.54
2024-11-21,BEB002,Água Mineral,24,0.97
2024-11-21,PRI008,Pizza Margherita,41,13.8
2024-11-21,ENT001,Bruschetta Tradicional,15,8.47
2024-11-21,PRI004,Risotto ai Funghi,33,22.02
2024-11-21,SOB004,Gelato Misto,29,6.45
2024-11-21,PRI006,Filetto di Manzo,40,33.64
2024-11-21,BEB008,Suco Natural,26,3.11
2024-11-21,ENT003,Burrata com Tomate,17,17.73
2024-11-21,ENT002,Carpaccio de Filé Mignon,19,15.22
2024-11-21,SOB002,Panna Cotta,18,8.64
2024-11-21,ENT004,Antepasto Misto,23,20.52
2024-11-21,BEB004,Vinho Tinto (Taça),11,10.57
2024-11-21,SOB001,Tiramisu,21,9.85
2024-11-21,BEB006,Prosecco (Taça),12,11.8
2024-11-22,PRI006,Filetto di Manzo,74,33.69
2024-11-22,ENT003,Burrata com Tomate,46,18.95
2024-11-22,PRI007,Ossobuco alla Milanese,71,35.36
2024-11-22,PRI001,Spaghetti alla Carbonara,82,18.1
2024-11-22,PRI008,Pizza Margherita,65,14.58
2024-11-22,PRI003,Lasagna Bolognese,62,19.46
2024-11-22,BEB005,Vinho Branco (Taça),30,9.4
2024-11-22,ENT004,Antepasto Misto,42,21.34
2024-11-22,BEB002,Água Mineral,32,1.03
2024-11-22,PRI002,Fettuccine Alfredo,60,16.71
2024-11-22,PRI004,Risotto ai Funghi,80,23.16
2024-11-22,BEB004,Vinho Tinto (Taça),41,11.3
2024-11-22,BEB008,Suco Natural,38,3.24
2024-11-22,BEB007,Aperol Spritz,48,12.55
2024-11-22,BEB001,Refrigerante,34,1.54
2024-11-22,ENT002,Carpaccio de Filé Mignon,23,15.72
2024-11-22,SOB004,Gelato Misto,47,6.67
2024-11-22,ENT005,Calamari Fritti,38,14.71
2024-11-22,BEB003,Café Espresso,33,1.74
2024-11-22,PRI005,Gnocchi al Pesto,63,18.32
2024-11-22,SOB002,Panna Cotta,41,8.74
2024-11-22,BEB006,Prosecco (Taça),35,11.82
2024-11-22,SOB003,Cannoli Siciliano,23,7.22
2024-11-22,SOB001,Tiramisu,33,9.71
2024-11-22,ENT001,Bruschetta Tradicional,31,8.65
2024-11-23,PRI006,Filetto di Manzo,78,32.15
2024-11-23,ENT004,Antepasto Misto,30,20.07
2024-11-23,PRI003,Lasagna Bolognese,67,18.85
2024-11-23,BEB007,Aperol Spritz,45,12.88
2024-11-23,PRI008,Pizza Margherita,57,14.06
2024-11-23,ENT002,Carpaccio de Filé Mignon,41,15.45
2024-11-23,ENT001,Bruschetta Tradicional,26,8.78
2024-11-23,BEB001,Refrigerante,32,1.61
2024-11-23,PRI002,Fettuccine Alfredo,72,17.66
2024-11-23,BEB006,Prosecco (Taça),31,11.47
2024-11-23,SOB002,Panna Cotta,39,8.42
2024-11-23,BEB004,Vinho Tinto (Taça),26,10.78
2024-11-23,SOB003,Cannoli Siciliano,40,7.18
2024-11-23,PRI001,Spaghetti alla Carbonara,43,17.85
2024-11-23,BEB002,Água Mineral,38,0.99
2024-11-23,BEB008,Suco Natural,31,3.16
2024-11-23,SOB004,Gelato Misto,31,6.51
2024-11-23,PRI005,Gnocchi al Pesto,58,17.01
2024-11-23,PRI004,Risotto ai Funghi,78,23.15
2024-11-23,ENT003,Burrata com Tomate,36,17.99
2024-11-23,BEB003,Café Espresso,35,1.64
2024-11-23,PRI007,Ossobuco alla Milanese,46,34.92
2024-11-23,BEB005,Vinho Branco (Taça),27,9.17
2024-11-23,ENT005,Calamari Fritti,35,14.39
2024-11-23,SOB001,Tiramisu,38,10.21
2024-11-24,PRI004,Risotto ai Funghi,58,22.45
2024-11-24,PRI007,Ossobuco alla Milanese,52,35.92
2024-11-24,BEB005,Vinho Branco (Taça),40,8.7
2024-11-24,PRI006,Filetto di Manzo,53,32.39
2024-11-24,BEB003,Café Espresso,36,1.71
2024-11-24,ENT002,Carpaccio de Filé Mignon,41,15.75
2024-11-24,PRI003,Lasagna Bolognese,66,19.59
2024-11-24,ENT001,Bruschetta Tradicional,37,8.57
2024-11-24,SOB003,Cannoli Siciliano,38,7.42
2024-11-24,ENT004,Antepasto Misto,33,19.54
2024-11-24,PRI001,Spaghetti alla Carbonara,36,18.44
2024-11-24,ENT005,Calamari Fritti,30,14.66
2024-11-24,SOB004,Gelato Misto,38,6.69
2024-11-24,SOB002,Panna Cotta,31,8.09
2024-11-24,PRI002,Fettuccine Alfredo,46,16.94
2024-11-24,PRI008,Pizza Margherita,73,14.13
2024-11-24,SOB001,Tiramisu,24,9.83
2024-11-24,BEB001,Refrigerante,26,1.53
2024-11-24,PRI005,Gnocchi al Pesto,58,17.39
2024-11-24,BEB008,Suco Natural,28,3.31
2024-11-24,BEB004,Vinho Tinto (Taça),25,11.07
2024-11-24,BEB006,Prosecco (Taça),32,11.87
2024-11-24,BEB007,Aperol Spritz,15,12.46
2024-11-24,ENT003,Burrata com Tomate,28,19.0
2024-11-24,BEB002,Água Mineral,31,1.01
2024-11-25,BEB008,Suco Natural,15,3.05
2024-11-25,BEB003,Café Espresso,27,1.66
2024-11-25,PRI005,Gnocchi al Pesto,47,17.5
2024-11-25,ENT001,Bruschetta Tradicional,20,8.65
2024-11-25,BEB001,Refrigerante,18,1.64
2024-11-25,ENT003,Burrata com Tomate,29,17.55
2024-11-25,PRI006,Filetto di Manzo,39,32.17
2024-11-25,PRI007,Ossobuco alla Milanese,41,36.35
2024-11-25,PRI002,Fettuccine Alfredo,46,16.99
2024-11-25,BEB007,Aperol Spritz,33,12.89
2024-11-25,PRI008,Pizza Margherita,46,13.84
2024-11-25,BEB004,Vinho Tinto (Taça),16,11.05
2024-11-25,PRI004,Risotto ai Funghi,55,23.3
2024-11-25,BEB005,Vinho Branco (Taça),31,9.43
2024-11-25,BEB006,Prosecco (Taça),29,11.53
2024-11-25,BEB002,Água Mineral,24,0.98
2024-11-25,SOB004,Gelato Misto,15,6.22
2024-11-25,SOB003,Cannoli Siciliano,29,7.07
2024-11-25,PRI001,Spaghetti alla Carbonara,39,19.19
2024-11-25,PRI003,Lasagna Bolognese,44,18.97
2024-11-25,ENT002,Carpaccio de Filé Mignon,24,14.45
2024-11-25,SOB001,Tiramisu,13,10.24
2024-11-25,ENT005,Calamari Fritti,12,13.65
2024-11-25,ENT004,Antepasto Misto,22,20.68
2024-11-25,SOB002,Panna Cotta,19,8.87
2024-11-26,PRI004,Risotto ai Funghi,41,23.03
2024-11-26,PRI001,Spaghetti alla Carbonara,57,18.24
2024-11-26,BEB006,Prosecco (Taça),41,10.96
2024-11-26,SOB004,Gelato Misto,26,6.63
2024-11-26,ENT002,Carpaccio de Filé Mignon,21,14.75
2024-11-26,PRI003,Lasagna Bolognese,35,19.3
2024-11-26,SOB003,Cannoli Siciliano,25,6.83
2024-11-26,PRI007,Ossobuco alla Milanese,48,34.25
2024-11-26,PRI005,Gnocchi al Pesto,41,17.4
2024-11-26,SOB001,Tiramisu,30,9.56
2024-11-26,SOB002,Panna Cotta,22,8.72
2024-11-26,PRI006,Filetto di Manzo,38,30.68
2024-11-26,BEB008,Suco Natural,28,3.25
2024-11-26,BEB004,Vinho Tinto (Taça),9,10.39
2024-11-26,BEB001,Refrigerante,19,1.63
2024-11-26,PRI002,Fettuccine Alfredo,37,16.09
2024-11-26,ENT004,Antepasto Misto,24,21.26
2024-11-26,BEB007,Aperol Spritz,20,12.05
2024-11-26,ENT005,Calamari Fritti,15,13.82
2024-11-26,BEB002,Água Mineral,38,0.99
2024-11-26,BEB005,Vinho Branco (Taça),11,9.02
2024-11-26,PRI008,Pizza Margherita,40,13.48
2024-11-26,ENT001,Bruschetta Tradicional,22,8.46
2024-11-26,BEB003,Café Espresso,9,1.62
2024-11-26,ENT003,Burrata com Tomate,15,18.1
2024-11-27,PRI004,Risotto ai Funghi,44,21.87
2024-11-27,PRI008,Pizza Margherita,48,14.12
2024-11-27,ENT003,Burrata com Tomate,27,17.44
2024-11-27,PRI006,Filetto di Manzo,59,31.83
2024-11-27,BEB006,Prosecco (Taça),24,11.05
2024-11-27,PRI003,Lasagna Bolognese,50,19.01
2024-11-27,ENT004,Antepasto Misto,11,20.79
2024-11-27,PRI001,Spaghetti alla Carbonara,52,17.77
2024-11-27,ENT002,Carpaccio de Filé Mignon,30,14.99
2024-11-27,SOB001,Tiramisu,24,10.0
2024-11-27,BEB002,Água Mineral,31,1.01
2024-11-27,BEB005,Vinho Branco (Taça),24,8.76
2024-11-27,SOB002,Panna Cotta,21,8.74
2024-11-27,ENT005,Calamari Fritti,29,14.83
2024-11-27,PRI002,Fettuccine Alfredo,33,16.18
2024-11-27,BEB008,Suco Natural,39,3.21
2024-11-27,BEB001,Refrigerante,28,1.66
2024-11-27,SOB004,Gelato Misto,23,6.33
2024-11-27,PRI007,Ossobuco alla Milanese,50,36.92
2024-11-27,BEB007,Aperol Spritz,27,12.16
2024-11-27,PRI005,Gnocchi al Pesto,34,18.57
2024-11-27,BEB004,Vinho Tinto (Taça),29,10.79
2024-11-27,BEB003,Café Espresso,23,1.64
2024-11-27,ENT001,Bruschetta Tradicional,21,8.48
2024-11-27,SOB003,Cannoli Siciliano,18,7.04
2024-11-28,PRI006,Filetto di Manzo,38,33.04
2024-11-28,PRI003,Lasagna Bolognese,34,19.99
2024-11-28,SOB002,Panna Cotta,18,8.13
2024-11-28,PRI004,Risotto ai Funghi,49,22.42
2024-11-28,PRI008,Pizza Margherita,51,14.56
2024-11-28,BEB006,Prosecco (Taça),29,11.19
2024-11-28,PRI001,Spaghetti alla Carbonara,38,17.95
2024-11-28,PRI007,Ossobuco alla Milanese,49,35.3
2024-11-28,PRI002,Fettuccine Alfredo,44,17.24
2024-11-28,ENT001,Bruschetta Tradicional,18,8.89
2024-11-28,PRI005,Gnocchi al Pesto,35,17.13
2024-11-28,BEB004,Vinho Tinto (Taça),28,10.5
2024-11-28,BEB003,Café Espresso,29,1.66
2024-11-28,SOB001,Tiramisu,27,10.17
2024-11-28,BEB001,Refrigerante,39,1.63
2024-11-28,SOB004,Gelato Misto,15,6.52
2024-11-28,ENT005,Calamari Fritti,16,14.66
2024-11-28,BEB008,Suco Natural,18,3.3
2024-11-28,BEB005,Vinho Branco (Taça),18,8.76
2024-11-28,BEB007,Aperol Spritz,12,11.97
2024-11-28,SOB003,Cannoli Siciliano,26,6.91
2024-11-28,BEB002,Água Mineral,24,0.97
2024-11-28,ENT004,Antepasto Misto,21,20.25
2024-11-28,ENT002,Carpaccio de Filé Mignon,18,14.56
2024-11-28,ENT003,Burrata com Tomate,17,17.46
2024-11-29,PRI008,Pizza Margherita,81,13.7
2024-11-29,BEB001,Refrigerante,23,1.67
2024-11-29,SOB004,Gelato Misto,45,6.69
2024-11-29,SOB003,Cannoli Siciliano,54,6.78
2024-11-29,BEB004,Vinho Tinto (Taça),39,11.33
2024-11-29,PRI005,Gnocchi al Pesto,70,17.13
2024-11-29,PRI007,Ossobuco alla Milanese,74,35.27
2024-11-29,ENT005,Calamari Fritti,32,14.76
2024-11-29,PRI002,Fettuccine Alfredo,61,16.97
2024-11-29,ENT004,Antepasto Misto,44,21.51
2024-11-29,ENT003,Burrata com Tomate,55,18.15
2024-11-29,BEB006,Prosecco (Taça),46,11.28
2024-11-29,PRI006,Filetto di Manzo,56,31.78
2024-11-29,PRI003,Lasagna Bolognese,61,19.65
